,idx,source,w1,w2,w1_lemma,w2_lemma,rel_type,note,total_freq,w1_freq,w2_freq,rel_type_total_freq,MI,t-score,z-score,logDice,ΔP(w1->w2),ΔP(w2->w1),acad,blog,fic,mag,news,spok,tvm,web,log_freq,w1_log,w2_log,PC1,PC2,PC3
287,288,COLLMATCH,give,speech,give,speech,verb_obj,,4952,705536,20043,33005666,3.530834956,64.28204962,218.541204,7.805022423,0.006551565,0.225829731,202,627,256,583,578,1738,462,506,3.6947806360120614,5.848519178547438,4.301962726473363,0.13560100630302108,-1.9169373254225532,0.23850820240477086
288,289,COLLMATCH,serve ,sentence,serve,sentence,verb_obj,,1759,56092,15463,33005666,6.064710112,41.31385867,338.0069178,9.653774807,0.030943287,0.112108473,83,137,48,210,592,400,131,158,3.245265839457461,4.74890092536303,4.189293755885692,0.43635372601728895,0.20110488941713048,0.09851292352450991
289,290,COLLMATCH,keep,pets,keep,pet,verb_obj,,199,240281,3598,33005666,2.925492475,12.24993417,33.76480519,4.740818611,0.000724459,0.048033748,12,31,25,34,28,20,14,35,2.298853076409707,5.380719430723204,3.5560611590095323,-3.062700470626318,-0.23757782523676949,0.27712858213174457
290,291,COLLMATCH,catch,fire,catch,fire,verb_obj,,1787,54670,28322,33005666,5.251437011,41.16318028,254.0557049,9.462639265,0.031881745,0.06149221,62,153,348,261,332,259,183,189,3.252124552505644,4.737749073891557,4.452123918449042,0.03998222944681625,0.05210847721758617,-0.37691725804811116
291,292,COLLMATCH,hold,meetings,hold,meeting,verb_obj,,2448,175132,25086,33005666,4.200920197,46.78695508,200.6440458,8.646175687,0.013288487,0.09234838,348,269,108,293,729,358,53,290,3.3888114134735234,5.24336550732662,4.399431417934059,-0.27215517742201145,-0.7544840249716471,-0.31552142302179537
292,293,COLLMATCH,pull,face,pull,face,verb_obj,,302,83886,56719,33005666,1.066928202,9.082962135,14.588844275,6.137116366,0.001886456,0.002787721,0,14,217,19,5,4,24,19,2.4800069429571505,4.923689486095877,4.753728565293657,-3.023758079944095,-0.6130422743151803,-0.5444312036134031
293,294,COLLMATCH,run,bath,run,bath,verb_obj,,153,110786,4626,33005666,3.300632612,11.11399154,34.88709214,5.440954132,0.001245062,0.02972152,2,2,64,19,1,2,57,6,2.184691430817599,5.044484882171271,3.6652056284346006,-2.954037920194009,0.12147146033226218,0.23511990605396657
294,295,COLLMATCH,throw,party,throw,party,verb_obj,,2775,77071,31612,33005666,5.232397247,51.27699506,314.3958661,9.708505287,0.035130018,0.085529955,22,236,287,371,292,240,1102,225,3.443262987458695,4.886890994014741,4.499851973267187,0.5108667609481675,-0.2395024426931888,-0.4189316696768788
295,296,COLLMATCH,set,example,set,example,verb_obj,,2099,125379,24222,33005666,4.51173025,43.80649161,209.2288372,8.844726158,0.016068406,0.082918899,166,321,126,267,317,305,249,348,3.3220124385824006,5.098224801663302,4.384209999793958,-0.2508150122975267,-0.5005787092904314,-0.2954279874604916
297,298,COLLMATCH,drop,hints,drop,hint,verb_obj,,371,45015,5458,33005666,5.639210872,18.87489069,133.2509326,7.912051157,0.008087362,0.066620777,9,41,70,70,56,30,37,58,2.569373909615046,4.653357254480534,3.7370335313338776,-1.3294869702720613,0.6478735188497904,0.44995349832806264
298,299,COLLMATCH,play,trick,play,trick,verb_obj,,1029,194070,10316,33005666,4.08442399,30.18710814,124.33362,7.366090414,0.00501917,0.093897413,32,75,349,99,34,55,280,105,3.012415374762433,5.2879584058601505,4.0135113334659,-1.2302838338268893,-0.4899833403683039,0.10277151715655161
299,300,COLLMATCH,pay,attention,pay,attention,verb_obj,,28723,147589,90703,33005666,6.146040872,167.0854494,1406.079769,11.94754783,0.192728481,0.313059587,2570,4800,4188,3467,2648,4240,2910,3900,4.4582297982235675,5.169053990160983,4.957621651579379,6.189253312506365,-1.2951700020144192,-1.0560361313263054
300,301,COLLMATCH,meet,need,meet,need,verb_obj,,9213,102286,56323,33005666,5.721979942,94.16587526,684.1279693,10.89434019,0.08863921,0.160749653,4167,1121,83,1265,910,344,76,1247,3.9644010711627313,5.009816195404983,4.750685779101857,2.738356146709976,-0.6862191269866436,-0.7551446495248947
301,302,COLLMATCH,reach,conclusion,reach,conclusion,verb_obj,,2476,91041,11653,33005666,6.267363393,49.11345331,431.0549724,9.625803232,0.026917726,0.209793199,569,343,158,303,315,381,72,335,3.39375064034808,4.959237019394765,4.0664377464539925,0.9894498886843106,-0.2233028890175546,0.6644397058366434
302,303,COLLMATCH,assume,responsibility,assume,responsibility,verb_obj,,1557,17877,33267,33005666,6.43314242,39.00219772,362.5546645,9.962275851,0.086133885,0.046308179,625,152,64,183,141,113,57,222,3.1922886125681202,4.2522946401444495,4.522013638194022,0.6951400369727061,0.9516489738362096,-0.5571279673078607
303,304,COLLMATCH,suffer,damage,suffer,damage,verb_obj,,1030,27768,22245,33005666,5.782309868,31.51047701,233.7649177,9.398413096,0.036449747,0.04549189,84,132,60,186,200,131,77,160,3.012837224705172,4.443544600663356,4.347232410084064,-0.2172699991348553,0.5913415751693324,-0.22421937135786163
304,305,COLLMATCH,cut,corner,cut,corner,verb_obj,,942,85630,8979,33005666,5.337625854,29.93302167,190.3458024,8.349893439,0.01075668,0.102344899,36,174,71,205,149,101,100,106,2.9740509027928774,4.932625944021782,3.953227971559854,-0.671341712429769,0.06392291868691648,0.30858543179494474
305,306,COLLMATCH,fly,flag,fly,flag,verb_obj,,613,8971,9693,33005666,7.862173005,24.65242732,376.040516,10.07177267,0.068056111,0.062988211,53,80,57,86,124,91,29,93,2.787460474518415,3.9528408566757016,3.9864582127373063,0.4432149872928245,1.754646377785097,0.20759692349471018
306,307,COLLMATCH,realise,potential,realise,potential,verb_obj,,775,11823,21525,33005666,6.651228722,27.5618526,276.3236663,9.57273988,0.064921294,0.035669697,227,103,16,138,86,38,48,119,2.88930170250631,4.072727689585266,4.3329431601256925,0.020850646970395282,1.2413658701398365,-0.216154806073819
307,308,COLLMATCH,fit,bill,fit,bill,verb_obj,,875,20325,40875,33005666,5.119450738,28.72946508,169.3876164,8.871895174,0.041837771,0.020816704,33,199,47,194,115,68,73,146,2.942008053022313,4.3080305542661055,4.611457765668343,-0.6518110014142652,0.5115637345701141,-0.45202652768601603
308,309,COLLMATCH,push,luck,push,luck,verb_obj,,248,49842,8282,33005666,4.309568857,14.9538405,66.58976639,7.127349941,0.004731942,0.02844149,2,16,51,30,8,12,116,13,2.3944516808262164,4.697595460848881,3.9181352261663593,-2.1061460264640792,0.4247283500854956,0.14140492882197012
309,310,COLLMATCH,gain,ground,gain,ground,verb_obj,,1006,52828,22266,33005666,4.819055005,30.59388455,162.5453976,8.778004569,0.018397767,0.043609839,120,125,62,151,214,168,31,135,3.0025979807199086,4.722864169168759,4.347642204732427,-0.7448428747426488,0.12549549659488904,-0.25917110273304295
311,312,COLLMATCH,adopt,approach,adopt,approach,verb_obj,,1043,25927,30184,33005666,5.45906977,31.56133753,209.327976,9.250527438,0.03934473,0.03380011,575,88,7,131,101,26,3,112,3.018284308426531,4.413752267682549,4.479776792192939,-0.3444729735600111,0.5162318340151353,-0.37077399989653653
312,313,COLLMATCH,clear,throat,clear,throat,verb_obj,,3457,24064,7571,33005666,9.290658257,58.70237627,1469.058496,11.80607091,0.143533841,0.455986261,19,33,2993,105,35,59,67,146,3.5386993795424067,4.381367818911548,3.879153246184246,4.821879685442191,1.0519829651242347,1.9199754408106913
313,314,COLLMATCH,strike,blow,strike,blow,verb_obj,,622,20813,4992,33005666,7.626381614,24.81370858,348.8000108,9.62540776,0.029752683,0.123987523,58,77,124,93,82,47,77,64,2.7937903846908188,4.318334684226136,3.6982745766743674,0.19094021685232607,1.2131339856454342,0.8031386577084743
314,315,COLLMATCH,beat,eggs,beat,egg,verb_obj,,533,27134,15801,33005666,5.358659732,22.52413244,144.2801982,8.668125151,0.019180284,0.032925704,1,14,24,287,176,4,1,26,2.7267272090265724,4.433513820664543,4.198684573077143,-1.024921687888602,0.6369665944491335,-0.038489725888767964
315,316,COLLMATCH,employ,technique,employ,technique,verb_obj,,388,18304,15876,33005666,5.461692032,19.25074112,127.7950458,8.539048066,0.020728039,0.023896328,162,34,8,91,33,8,9,43,2.5888317255942073,4.26254600711293,4.200741090235126,-1.2125545468519612,0.8407967472434319,0.009817442861479663
316,317,COLLMATCH,press,charges,press,charge,verb_obj,,1414,19576,25566,33005666,6.543039556,37.19994213,359.2260715,10.00338369,0.071499116,0.054757135,19,109,158,82,147,207,582,110,3.150449409460881,4.291723956343732,4.4076627845840965,0.604932948585268,0.930497256863689,-0.3668585123723805
317,318,COLLMATCH,settle,dispute,settle,dispute,verb_obj,,779,9015,4190,33005666,9.410843587,27.86956782,727.1153887,10.91668284,0.086308162,0.18566929,203,58,47,108,169,66,33,95,2.8915374576725643,3.954965731058421,3.622214022966295,1.8616230881999338,2.0669950907749315,1.0720976232710913
318,319,COLLMATCH,grant,permission,grant,permission,verb_obj,,589,19831,11268,33005666,6.442920541,23.99036003,223.7654015,9.277543254,0.029377228,0.051688731,102,87,50,81,80,33,30,126,2.7701152947871015,4.297344614534694,4.051846838313736,-0.4451612067236029,1.0091717644917706,0.15532486314450275
320,321,COLLMATCH,commit,sin,commit,sin,verb_obj,,737,29010,5225,33005666,7.326253186,26.97857843,341.7669355,9.462336417,0.025268936,0.140195885,67,160,91,69,46,42,67,195,2.8674674878590514,4.462547728802664,3.7180862947830917,0.18400110886924292,0.9423442385523711,0.8373460049761188
321,322,COLLMATCH,launch,campaign,launch,campaign,verb_obj,,1731,27248,21909,33005666,6.580501648,41.17055758,402.7642733,10.17228076,0.062915744,0.078235003,187,198,23,377,464,272,22,188,3.238297067875394,4.4353346306185255,4.340622555361112,0.8277686879204463,0.7320141487418179,-0.23616199889447315
322,323,COLLMATCH,acquire,skill,acquire,skill,verb_obj,,891,19626,37064,33005666,5.337282483,29.11128255,185.0982876,9.008474973,0.044302345,0.023471231,515,78,25,104,42,24,14,89,2.949877704036875,4.292831794508626,4.568952287195099,-0.531803861864903,0.5932337885398822,-0.4239552249012281
323,324,COLLMATCH,deliver,speech,deliver,speech,verb_obj,,1357,40551,20043,33005666,5.784154663,36.16900483,268.4964737,9.51931768,0.032897191,0.066516221,88,156,78,238,346,218,36,197,3.132579847659737,4.6080015685133136,4.301962726473363,0.029457386738185504,0.37688218153418024,-0.16316958452830332
324,325,COLLMATCH,spread,wings,spread,wing,verb_obj,,545,21680,7396,33005666,6.809716148,23.13713633,245.0608959,9.262571229,0.02493067,0.073047992,11,48,164,71,54,34,121,42,2.7363965022766426,4.336059277866349,3.8689969024871353,-0.3728905395785825,1.0758891653532299,0.41115883843619466
325,326,COLLMATCH,assess,damage,assess,damage,verb_obj,,508,25786,22245,33005666,4.869401208,21.76778139,117.6879721,8.437006462,0.019041514,0.022070207,26,73,63,54,112,110,25,45,2.7058637122839193,4.411383978327984,4.347232410084064,-1.2457123536332815,0.5137376662603033,-0.16876423571177257
326,327,COLLMATCH,afford,opportunity,afford,opportunity,verb_obj,,828,17009,68743,33005666,4.546761435,27.54386005,133.1620862,8.305604258,0.046621373,0.01155359,355,92,23,107,62,43,20,126,2.9180303367848803,4.230678781146475,4.837228481176473,-0.961285416105945,0.3563381171043837,-0.5879713832387125
327,328,COLLMATCH,ride ,storm,ride,storm,verb_obj,,257,20672,5317,33005666,6.270047817,15.82349199,139.0076064,8.340011047,0.012278872,0.047716898,3,55,18,25,50,62,15,29,2.4099331233312946,4.3153824963149905,3.7256666603141784,-1.282148156526663,1.1379241217221243,0.4876720017339459
328,329,COLLMATCH,jump,queue,jump,queue,verb_obj,,27,4340,386,33005666,9.055161511,9.0557195441,119.6195922,7.548483588,0.00621032,0.06981751,3,3,3,7,3,1,1,6,1.4313637641589874,3.637489729512511,2.586587304671755,-1.8273923259909404,2.6930947342434073,1.7539106198577417
329,330,COLLMATCH,exercise,discretion,exercise,discretion,verb_obj,,251,12397,2081,33005666,8.326989259,15.79364359,283.0212882,9.149968853,0.020191368,0.120247068,91,15,7,19,31,46,6,36,2.399673721481038,4.093316601204331,3.318272080211627,-0.3562897891294748,1.7460104997049677,1.2440747638851268
330,331,COLLMATCH,blow,nose,blow,nose,verb_obj,,785,27482,12345,33005666,6.254920622,27.65097816,241.6405764,9.335089653,0.028213616,0.062779334,4,33,495,54,24,19,113,43,2.8948696567452528,4.439048335278244,4.091491094267951,-0.28492839162019423,0.7760513514773821,0.11088795999188816
331,332,COLLMATCH,steal,thunder,steal,thunder,verb_obj,,247,31321,706,33005666,8.526210578,15.67360482,300.9479985,7.981366186,0.007872163,0.348916862,5,33,20,23,32,49,68,17,2.392696953259666,4.495835619527313,2.8488047010518036,-0.13498353105246477,1.0016902392117852,2.8821569183513875
332,333,COLLMATCH,dress,wound,dress,wound,verb_obj,,124,2620,6543,33005666,7.899319032,11.08888654,171.3380923,8.792592006,0.047133747,0.018875913,8,5,37,19,6,5,33,11,2.093421685162235,3.4183012913197452,3.815776920298363,-1.0197471072494608,2.3100513705896946,0.5537624365013872
333,334,COLLMATCH,pursue,career,pursue,career,verb_obj,,1534,28710,28117,33005666,5.97087238,38.54185728,305.2379177,9.788793833,0.052624752,0.053733665,266,202,69,298,266,140,53,240,3.185825359612962,4.458033192496506,4.448968980894368,0.3228665529229026,0.5579016483846103,-0.3841215851642211
334,335,COLLMATCH,challenge,view,challenge,view,verb_obj,,291,20282,46258,33005666,3.355758143,15.39238589,49.24905167,7.162941097,0.012954141,0.00568427,115,38,1,56,22,10,4,45,2.4638929889859074,4.307110778380075,4.665186851786512,-2.22100195709241,0.19120035808162716,-0.272452073345368
335,336,COLLMATCH,abandon,ship,abandon,ship,verb_obj,,453,15413,14837,33005666,6.030805746,20.95826316,169.4657754,8.938719718,0.028954766,0.030078319,5,51,60,49,17,45,170,56,2.656098202012832,4.1878871784095475,4.171346096687177,-0.837537079821181,1.023560527411065,0.03765075181968151
336,337,COLLMATCH,clean,windows,clean,window,verb_obj,,149,24748,18662,33005666,3.412538588,11.06020714,36.09121469,6.813428718,0.005459364,0.007238421,5,10,42,10,11,18,37,16,2.173186268412274,4.393540107347963,4.2709581850920975,-2.6143049617655465,0.4164055792976043,-0.015329821524296265
337,338,COLLMATCH,dismiss,idea,dismiss,idea,verb_obj,,429,11390,130788,33005666,3.248693433,18.53322865,57.13841233,6.627495117,0.03371366,0.002946702,33,56,59,69,92,38,15,67,2.6324572921847245,4.0565237240791,5.116567898630002,-2.101207407939326,0.05226696745671065,-0.4907813610274427
338,339,COLLMATCH,shift,gear,shift,gear,verb_obj,,639,14710,7274,33005666,7.622839658,25.15020237,353.0963096,9.895505832,0.043238721,0.087420712,24,61,124,105,81,140,35,69,2.8055008581584002,4.16761267272753,3.861773296718693,0.26741362765379934,1.4130495858768046,0.4638560639160805
339,340,COLLMATCH,justify,existence,justify,existence,verb_obj,,277,14478,9580,33005666,6.042567898,16.3908261,133.0754479,8.559513074,0.018850492,0.028484021,57,79,19,29,29,9,10,45,2.4424797690644486,4.160708572292429,3.9813655090785445,-1.246826110911334,1.1531575328959955,0.24692195185982208
340,341,COLLMATCH,cast,vote,cast,vote,verb_obj,,2568,19649,34821,33005666,6.952801575,50.26636967,559.4721014,10.59325524,0.129715896,0.073230536,105,712,31,195,413,548,100,464,3.4095950193968156,4.293340452648696,4.54184123916057,1.7921428638156511,1.1130862218974618,-0.7532222476209444
341,342,COLLMATCH,kick,heels,kick,heel,verb_obj,,195,22575,3700,33005666,6.267792765,13.78301272,120.9876305,7.92592717,0.008531607,0.052024561,0,7,80,31,23,19,27,8,2.290034611362518,4.353627758985543,3.568201724066995,-1.5331147772550677,1.1768584990496729,0.6373805926925105
342,343,COLLMATCH,bend,rule,bend,rule,verb_obj,,459,5889,40799,33005666,5.978507588,21.08450652,167.4243022,8.331586175,0.076719493,0.011085555,20,54,52,68,55,46,108,56,2.661812685537261,3.770041554319669,4.610649518486835,-0.7766582658588471,1.2835502161643921,-0.335026262696512
343,344,COLLMATCH,lend,support,lend,support,verb_obj,,1035,10260,53154,33005666,5.968991673,31.65781633,250.555375,9.062901291,0.099297609,0.019191775,475,83,27,128,111,57,31,123,3.0149403497929366,4.011147360775797,4.725535952068385,0.04146942815580025,1.0774781871811834,-0.7062083701613214
344,345,COLLMATCH,sustain,injury,sustain,injury,verb_obj,,585,12487,11049,33005666,7.128735715,24.01394503,284.0829393,9.669711283,0.046531566,0.052585242,70,68,25,75,134,47,53,113,2.7671558660821804,4.096458111717453,4.0433229735745755,-0.06176375626790163,1.382575579503052,0.1659777559466987
345,346,COLLMATCH,cease,fire,cease,fire,verb_obj,,334,1941,28322,33005666,7.647694737,18.18453135,257.5104571,8.498436903,0.171228224,0.011744222,7,15,22,12,10,21,240,7,2.5237464668115646,3.2880255353883627,4.452123918449042,0.046284305385298735,2.5752138090194134,-0.5030737254115558
346,347,COLLMATCH,snap,fingers,snap,finger,verb_obj,,1076,8109,32141,33005666,7.090237243,32.56170792,380.0968055,9.7747612,0.131750637,0.033264197,23,46,624,73,58,66,119,67,3.0318122713303706,3.908967300418388,4.507059384802115,0.807176028976737,1.6703348880212041,-0.6538834735418789
347,348,COLLMATCH,shrug,shoulders,shrug,shoulder,verb_obj,,1213,2532,11389,33005666,9.993350204499997,34.80306359,1296.783508,11.47938861,0.3273056683999996,0.106466301,19,125,689,107,70,59,14,130,3.083860800866573,3.4034637013453173,4.056485592951115,4.219115875285529,3.948427944423989,-0.8648698436345811
348,349,COLLMATCH,file,report,file,report,verb_obj,,1970,24920,37975,33005666,6.102411496,43.7386944,362.5519692,10.0033222,0.077961272,0.051180098,92,187,126,159,374,336,415,281,3.294466226161593,4.396548037987132,4.5794977825348235,0.7489217104630298,0.6481392518728283,-0.6232127810306306
349,350,CONTRIX,show,interest,show,interest,verb_obj,,2407,185079,56805,33005666,2.917718815,42.56860848,117.017252,8.34906461,0.011347822,0.036828924,442,338,353,352,367,124,132,299,3.38147609027503,5.267357144298493,4.7543865641765075,-0.8562507549447071,-0.9979566065872292,-0.8501691627216643
350,351,CONTRIX,set,example,set,example,verb_obj,,2099,125379,24222,33005666,4.51173025,43.80649161,209.2288372,8.844726158,0.016068406,0.082918899,166,321,126,267,317,305,249,348,3.3220124385824006,5.098224801663302,4.384209999793958,-0.2508150122975267,-0.5005787092904314,-0.2954279874604916
351,352,CONTRIX,meet,criteria,meet,criterion,verb_obj,,3639,102286,9276,33005666,6.984000435,59.84758667,673.354013,10.06184016,0.035405396,0.389313087,2146,326,18,296,229,109,39,476,3.5609820555862353,5.009816195404983,3.9673607399659496,2.25043130896284,-0.5879927389744685,1.718813912813106
352,353,CONTRIX,bring,peace,bring,peace,verb_obj,,1452,234586,17855,33005666,3.516238207,34.77476579,117.6280235,7.55823902,0.005689095,0.074254482,133,189,90,146,171,320,171,232,3.161966616364075,5.370302090029414,4.2517598545288005,-1.1598942487423625,-0.7656107015286788,-0.249160277133644
353,354,CONTRIX,feel,pain,feel,pain,verb_obj,,3956,80653,25424,33005666,5.992693098,61.90898912,494.0192834,10.25507436,0.048397605,0.153275463,112,568,719,403,305,518,700,631,3.5972562829251418,4.9066205262099665,4.4052438798633045,1.4755299044168664,-0.2597229448024828,-0.09319877931906478
354,355,CONTRIX,win,prize,win,prize,verb_obj,,2310,118266,6436,33005666,6.646263048,47.58263593,476.2234372,9.245552058,0.019406782,0.355404683,120,305,279,318,444,278,278,288,3.3636119798921444,5.072859908324435,3.808616035426992,1.2740093654901439,-0.528832745956296,1.751051527198778
355,356,CONTRIX,hide,fact,hide,fact,verb_obj,,727,20580,43858,33005666,4.732514162,25.94870277,133.7919582,8.530187457,0.034017968,0.01597392,36,164,83,74,80,87,68,135,2.8615344108590377,4.313445370426414,4.6420488232200245,-0.9924572362987079,0.41434079986999484,-0.4296480290848229
356,357,CONTRIX,address,question,address,question,verb_obj,Correct spelling: adress,2864,58262,150084,33005666,3.434347887,48.56590151,159.6806602,8.815193901,0.044688921,0.017396541,1403,307,43,244,161,283,20,403,3.456973013635818,4.765385388874815,5.176334395893584,-0.3317919817697442,-0.6537644496025495,-1.1827514285221363
357,358,CONTRIX,gain,confidence,gain,confidence,verb_obj,,782,52828,17931,33005666,4.768051671,26.93795706,140.6137995,8.500398758,0.014282346,0.042033884,161,108,53,138,132,57,28,105,2.893206753059848,4.722864169168759,4.253604510553344,-1.0012172691789625,0.18895535972377658,-0.158724999144201
358,359,CONTRIX,keep,secret,keep,secret,verb_obj,,2914,240281,16842,33005666,4.570856639,51.71015049,252.0915443,8.536686021,0.011702385,0.165824455,53,190,596,196,114,395,1197,173,3.4644895474339714,5.380719430723204,4.226393663018083,0.10237048754620859,-0.9732490240593901,0.17012528723298756
359,360,CONTRIX,cast,doubt,cast,doubt,verb_obj,,1211,19649,13785,33005666,7.205213606,34.56360202,419.8669652,10.2129548,0.061250443,0.087290247,283,174,35,186,201,126,26,180,3.0831441431430524,4.293340452648696,4.139406770441792,0.780733612701673,1.1054045561691777,0.06575876949084827
360,361,CONTRIX,bear,children,bear,child,verb_obj,,1194,29091,113412,33005666,3.578298453,31.66144789,109.4254535,8.100954355,0.037640661,0.009679854,170,152,245,164,114,87,102,160,3.0770043267933502,4.463758650329816,5.054659009213499,-1.0896974149844902,-0.1993652831515555,-0.8182789518444322
361,362,CONTRIX,tell,lies,tell,lie,verb_obj,,2479,211789,8820,33005666,5.452921855,48.65285881,321.9992687,8.524410433,0.011511687,0.274722426,50,409,448,150,135,354,545,388,3.3942765267678214,5.325903399759379,3.94546858513182,0.4994491084303096,-0.8848525386411777,1.0824482739245778
362,363,CONTRIX,place,emphasis,place,emphasis,verb_obj,,1459,54375,5516,33005666,7.326911925,37.95895142,480.9770335,9.640712567,0.026709063,0.262899755,769,139,17,177,149,49,8,151,3.1640552918934515,4.735399269962694,3.7416242575038123,1.0516615535406746,0.2975097471148477,1.3874298179935267
363,364,CONTRIX,offer,opportunities,offer,opportunity,verb_obj,,4064,168106,68743,33005666,3.536958175,58.25730978,198.4795095,9.135076632,0.022205558,0.054138257,1405,517,76,710,490,208,92,566,3.6089536992758626,5.225583214453086,4.837228481176473,0.002148810597284129,-1.064950525713414,-0.9546695706433697
364,365,CONTRIX,lift,ban,lift,ban,verb_obj,,683,31144,5595,33005666,7.015363097,25.93225741,294.9563057,9.250717031,0.021781424,0.121150221,93,55,9,74,208,190,11,43,2.8344207036815328,4.493374390710105,3.7478000908643687,-0.08052140060711628,0.8826040338610557,0.7131261727187502
365,366,CONTRIX,reach,level,reach,level,verb_obj,,3183,91041,50833,33005666,4.504675275,53.93279868,256.9651021,9.521920744,0.033514585,0.059950791,802,497,134,474,402,254,108,512,3.502836638621003,4.959237019394765,4.706145741121137,0.27934343669753475,-0.517665182532395,-0.746526250223107
366,367,CONTRIX,draw,distinction,draw,distinction,verb_obj,,731,64677,8102,33005666,5.524910459,26.44979968,179.4751285,8.362492988,0.011078554,0.088286735,228,74,5,76,84,139,7,118,2.8639173769578603,4.8107498672383535,3.9085922388475693,-0.8039648470751628,0.2944787227263694,0.3269384010303108
367,368,CONTRIX,enter,market,enter,market,verb_obj,,1202,68649,22880,33005666,4.658681038,33.29725424,167.3438624,8.749279883,0.016851194,0.05049005,218,198,17,253,281,64,16,155,3.079904467666721,4.836634215314288,4.359456020120986,-0.6765650800535896,-0.051746667068774586,-0.2887162054147433
368,369,CONTRIX,follow,instructions,follow,instruction,verb_obj,,2105,109773,15988,33005666,5.30694931,44.72130117,281.3778422,9.099279449,0.018753907,0.128397558,239,311,224,360,165,91,192,523,3.323252100171687,5.040495533256486,4.203794139588068,0.1675042756106805,-0.331911367683177,0.10649112720238031
369,370,CONTRIX,catch,sight,catch,sight,verb_obj,,1356,54670,9418,33005666,6.441685075,36.40027264,339.3710964,9.437374835,0.024558699,0.142363854,34,32,1024,111,44,13,21,77,3.1322596895310446,4.737749073891557,3.9739586861067036,0.33776450013296544,0.3242486161486814,0.5012300162181379
370,371,CONTRIX,save,energy,save,energy,verb_obj,,816,85844,27799,33005666,3.496460668,26.03463565,87.4623766,7.878276045,0.008685957,0.026775239,48,130,53,251,94,48,87,105,2.9116901587538613,4.933709945880706,4.444029173533431,-1.4953656254893004,-0.27346332288264896,-0.42157856308321084
371,372,CONTRIX,hold,view,hold,view,verb_obj,,1286,175132,46258,33005666,2.38938684,29.01631621,66.41724092,7.572444395,0.00597321,0.022526048,360,262,33,149,125,103,4,250,3.109240968588203,5.24336550732662,4.665186851786512,-1.6255354713940022,-0.8548718963025076,-0.7325649506817533
372,373,CONTRIX,pass,test,pass,test,verb_obj,,3710,61973,34356,33005666,5.845787202,59.85068716,453.8870469,10.3015209,0.058934526,0.106219878,418,545,283,443,542,416,452,611,3.569373909615046,4.792202520063025,4.536002594069224,1.3159173814753145,-0.06809012178153717,-0.4612569036006802
373,374,CONTRIX,decide,fate,decide,fate,verb_obj,,664,7020,7239,33005666,8.752419789,25.70844673,533.8832352,10.57545424,0.094387644,0.091532761,48,64,53,56,138,146,78,81,2.8221680793680175,3.846337112129805,3.8596785766284483,1.169000749100089,2.1675394966376924,0.3555529692684646
374,375,CONTRIX,speak,truth,speak,truth,verb_obj,,2195,17275,47880,33005666,6.452681976,46.31593469,433.4668068,10.10841695,0.125677348,0.045386221,111,550,277,206,105,236,243,467,3.34143452457814,4.237418056046236,4.6801541417343735,1.241740576295857,1.0301146828415813,-0.9191945585868481
375,376,CONTRIX,break,rules,break,rule,verb_obj,,3081,77399,40799,33005666,5.009119863,53.78310065,305.2063053,9.738336868,0.038661256,0.073262096,172,436,328,367,334,323,736,385,3.4886916983169405,4.8887353496068275,4.610649518486835,0.5251097966924175,-0.31906515366561716,-0.6013394587313061
376,377,CONTRIX,share,information,share,information,verb_obj,,3752,101455,107365,33005666,3.507009806,55.86571175,188.3661709,9.201543744,0.033832985,0.031976362,783,716,82,440,468,413,181,669,3.5742628297070267,5.006273455202784,5.030862728438235,-0.03862198326805564,-0.8768458616055544,-1.1435376200982037
377,378,CONTRIX,face,reality,face,reality,verb_obj,,960,80078,14059,33005666,4.814776287,29.88297777,158.5330862,8.384416339,0.011590475,0.065885537,69,201,58,104,119,130,106,173,2.9822712330395684,4.903513217820282,4.14795443093082,-0.8615956140447828,0.0004924586591084274,-0.03419644434774287
378,379,CONTRIX,miss,point,miss,point,verb_obj,,3963,60048,95165,33005666,4.516615598,60.20209338,288.0248638,9.708487381,0.063228943,0.039939294,200,1411,150,293,325,307,321,956,3.59802407233419,4.778498547069007,4.978477251937775,0.6326956574306891,-0.40022250948981447,-1.1466521399890814
379,380,CONTRIX,pitch,tent,pitch,tent,verb_obj,,555,5845,3506,33005666,9.803956745,23.53208307,703.5628526,10.92543902,0.094863527,0.158139765,19,21,97,212,87,26,54,39,2.7442929831226763,3.766784515497859,3.544811911757776,1.7217589735429557,2.484743837640353,1.0170413760310097
380,381,CONTRIX,escape,notice,escape,notice,verb_obj,,354,14978,10194,33005666,6.257825912,18.56901615,162.4372197,8.848073323,0.023336398,0.034283097,63,32,83,51,38,22,13,52,2.5490032620257876,4.175453826250483,4.008344629252689,-0.9604675545726049,1.1527915819921568,0.21346902503474893
381,382,CONTRIX,drop,charges,drop,charge,verb_obj,,968,45015,25566,33005666,4.795016575,29.99198679,158.02549,8.811870987,0.020757659,0.036527224,20,51,61,77,194,161,341,63,2.9858753573083936,4.653357254480534,4.4076627845840965,-0.7680685938559731,0.17683150574187195,-0.3137706461094139
382,383,CONTRIX,gather,strength,gather,strength,verb_obj,,353,20877,21082,33005666,4.726383836,18.07854644,93.01546512,8.106831699,0.016280118,0.016121912,16,25,131,47,37,21,30,46,2.5477747053878224,4.319668091214678,4.323911808996012,-1.570695047186557,0.6061650445993497,-0.09453853099185364
